DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h),Log (Decay Rate) (mV/h)
10.1021/acsami.8b14172,Peoples R China,Chinese Acad Sci,ACS APPLIED MATERIALS & INTERFACES,10.383,12/28/2018,62,1484,0.041778976,MDP_1_Ti,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_40_51,MDP3PP_0_5,MDP4PP_0,HTEMP_150_200,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.3_0.6,SL_0,Support is not Carbon_True,Glassy Carbon,EPC_OVER1,SCD_0_10,STT_0_10,0.896526217
10.1016/j.nanoen.2018.11.023,Peoples R China,Soochow Univ,NANO ENERGY,19.069,1/25/2019,95,1456,0.065247253,MDP_1_Ag,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0_0.05,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_0_10,STT_0_10,0.855519156
10.1039/D0EE01960G,Peoples R China,Southern Univ Sci & Technol,ENERGY & ENVIRONMENTAL SCIENCE,39.714,1/12/2021,76,738,0.10298103,MDP_1_Na,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_0_60,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_0_60,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_0_10,STT_0_10,0.26245109
10.1002/aenm.201803795,Germany,Max Planck Inst Solid State Res,ADVANCED ENERGY MATERIALS,29.698,5/15/2019,126,1346,0.093610698,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_800_1000,ATIME_720_1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_0_10,STT_0_10,1.243038049
10.1016/S1872-2067(21)63952-9,Peoples R China,Soochow Univ,CHINESE JOURNAL OF CATALYSIS,12.92,6/8/2022,5,226,0.022123894,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_200_300,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.05_0.1,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_0_10,1.210853365
10.1149/1945-7111/ab9b0c,Peoples R China,Shanghai Univ,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.371,11/17/2020,12,794,0.01511335,MDP_1_Zn,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_0_10,0.653212514
10.1016/j.jallcom.2022.164813,South Korea,Ewha Womans Univ,journal of alloys and compounds,6.371,6/24/2022,0,210,0,MDP_1_Cu,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_0_10,0.334453751
10.1016/j.ijhydene.2020.04.101,Peoples R China,East China Univ Sci & Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,7/22/2020,17,912,0.018640351,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_0_10,0.967079734
10.1016/j.ijhydene.2020.04.101,Peoples R China,East China Univ Sci & Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,7/22/2020,17,912,0.018640351,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_0_10,2.005352136
10.1021/acsami.8b08717,Peoples R China,Wuhan Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,12/28/2018,56,1484,0.037735849,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_250_300,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_0_10,STT_0_10,0.1430148
10.1021/acsami.0c08358,Peoples R China,Hainan Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,7/22/2020,11,912,0.012061404,MDP_1_Fe,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0_0.1,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_0_10,0.989894564
10.1016/j.apsusc.2021.150293,South Korea,Ewha Womans Univ,APPLIED SURFACE SCIENCE,7.392,9/7/2021,6,500,0.012,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_OVER2880,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc._False,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_0_10,0.653212514
10.1039/C8QI00082D,Peoples R China,Wuhan Univ,INORGANIC CHEMISTRY FRONTIERS,7.779,12/28/2018,33,1484,0.022237197,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_300_350,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_0_10,0.686636269
10.1039/D1NR01795K,Peoples R China,Hainan Univ,NANOSCALE,8.307,8/17/2021,4,521,0.007677543,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.05_0.1,SL_0.1_0.2,Support is not Carbon_True,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_0_10,0.872156273
10.1039/D1NR01795K,Peoples R China,Hainan Univ,NANOSCALE,8.307,8/17/2021,4,521,0.007677543,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_0_10,0.971739591
10.1039/C7TA08982A,Peoples R China,Wuhan Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/21/2017,67,1856,0.036099138,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_300_350,HTIME_60_180,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0.5_1,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_0_10,0.409933123
10.1021/acsaem.2c00551,South Korea,Ewha Womans Univ,ACS APPLIED ENERGY MATERIALS,6.959,7/10/2022,1,194,0.005154639,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_0_60,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_0_10,1.255272505
10.1021/acsami.1c06599,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,7/21/2021,7,548,0.012773723,MDP_1_Eu,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_720_1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_0_10,1.210586025
10.1021/acsami.1c06599,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,7/21/2021,7,548,0.012773723,MDP_1_Lu,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_720_1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_0_10,1.12904506
10.1021/acssuschemeng.7b04266,Peoples R China,East China Univ Sci & Technol,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,4/20/2018,80,1736,0.046082949,MDP_1_Mo,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_0_10,0.653212514
10.1021/acssuschemeng.7b04266,Peoples R China,East China Univ Sci & Technol,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,3/7/2018,80,1780,0.04494382,MDP_1_Mo,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_0_10,0.760422483
10.1021/acsami.9b19352,Peoples R China,Harbin Inst Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2/17/2020,28,1068,0.026217228,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1000_1200,ATIME_720_1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_0_10,0.58546073
10.1039/D0CY00919A,Japan,Toyota Technol Inst,CATALYSIS SCIENCE & TECHNOLOGY,6.177,10/19/2020,16,823,0.019441069,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_180_360,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_200_300,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0.5_1,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_0_10,1.531478917
10.1007/s12274-022-4081-4,Peoples R China,Soochow Univ,NANO RESEARCH,10.269,2/11/2022,1,343,0.002915452,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_10_20,MDP3PP_0_5,MDP4PP_0,HTEMP_200_250,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_True,ATEMP_300_400,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.05_0.1,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_0_10,1.334453751
10.1007/s12274-022-4081-4,Peoples R China,Soochow Univ,NANO RESEARCH,10.269,2/11/2022,1,343,0.002915452,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_10_20,MDP3PP_0_5,MDP4PP_0,HTEMP_200_250,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.05_0.1,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_0_10,0.681241237
10.1007/s12274-022-5240-3,Peoples R China,Zhejiang Univ,NANO RESEARCH,10.269,6/24/2022,0,210,0,MDP_1_B,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_40_51,MDP3PP_0_5,MDP4PP_0,HTEMP_200_250,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_OVER1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.05_0.1,SL_0.1_0.2,Support is not Carbon_True,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_0_10,0.832508913
10.1021/acs.jpcc.1c07760,USA,Stanford Univ,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2/2/2022,4,352,0.011363636,MDP_1_Y,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_0_10,1.921166051
10.1016/j.jcis.2018.06.014,Peoples R China,Shaanxi Normal Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,8/31/2018,14,1603,0.008733624,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_0_10,0.84509804
10.1021/acs.nanolett.6b01554,Peoples R China,Soochow Univ,NANO LETTERS,12.262,7/1/2016,279,2394,0.116541353,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_0_10,0.883093359
10.1021/acsmaterialslett.1c00428,USA,Univ Calif Berkeley,ACS MATERIALS LETTERS,11.17,10/28/2021,3,449,0.006681514,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_720_1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_0_10,0.924279286
10.1021/acsmaterialslett.1c00428,USA,Univ Calif Berkeley,ACS MATERIALS LETTERS,11.17,10/28/2021,3,449,0.006681514,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_720_1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_0_10,1.049218023
10.1021/acs.nanolett.6b01554,Peoples R China,Soochow Univ,NANO LETTERS,12.262,7/1/2016,279,2394,0.116541353,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_0_10,STT_0_10,0.5774918
10.1039/C5TA05384F,Peoples R China,Jilin Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/1/2015,87,2941,0.029581775,MDP_1_Cu,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_250_300,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.05_0.1,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_0_10,STT_0_10,0.311753861
10.1039/C5TA05384F,Peoples R China,Jilin Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/1/2015,87,2941,0.029581775,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_250_300,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.05_0.1,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_0_10,STT_0_10,0.399673721
10.1039/C5TA05384F,Peoples R China,Jilin Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/1/2015,87,2941,0.029581775,MDP_1_Cu,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_250_300,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.05_0.1,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_0_10,STT_0_10,-1.096910013
